id,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,coor,stars,reviews,source_query,has_phone,has_website,domain_valid,rating_score,review_density,web_has_contact,web_has_services,web_keywords,web_is_modern,web_scraped,score,segment
ChIJUQvFVhDD5JQRbuFDrbTkDRw,https://www.google.com/maps/place/?q=place_id:ChIJUQvFVhDD5JQRbuFDrbTkDRw,Conceito Empreendimentos,Construtora,"R. Santos Dumont, 215 - Centro, Xanxerê - SC, 89820-000",(49) 3433-7743,+55 49 3433-7743,conceitoempreendimentos.com.br,https://conceitoempreendimentos.com.br/,"-26.8731647,-52.410847999999994",5,15,Construtoras em Xanxere SC,True,True,True,13.8629,0.3488,False,False,"residencial, obra, conceito, home, empreendimentos, para, santorini, contato, somos, mais",False,True,62.0,medium
ChIJb1B35rnD5JQRW_iNCjYy8AM,https://www.google.com/maps/place/?q=place_id:ChIJb1B35rnD5JQRW_iNCjYy8AM,Vaccaro Construtora,Construtora,"Av. Brasil - Castelo Branco, Xanxerê - SC, 89820-000",(49) 99979-1475,+55 49 99979-1475,vaccaroempreendimentos.com.br,https://vaccaroempreendimentos.com.br/,"-26.881874399999997,-52.383249799999994",4.6,4,Construtoras em Xanxere SC,True,True,True,7.4034,0.093,False,False,,False,False,58.0,medium
ChIJj0Aoa8zD5JQReLuHuJPoXKU,https://www.google.com/maps/place/?q=place_id:ChIJj0Aoa8zD5JQReLuHuJPoXKU,FBF Construtora,Construtora,"BR-282 - Matinho, Xanxerê - SC, 89820-000",(49) 3433-0744,+55 49 3433-0744,fbfconstrutora.com.br,http://fbfconstrutora.com.br/,"-26.8845499,-52.4079767",4.3,3,Construtoras em Xanxere SC,True,True,True,5.9611,0.0698,False,False,"rocha, obras, para, civis, energia, solo, aberto, pchs, cghs, construtora",False,True,53.0,medium
ChIJTwfZfz3D5JQRfhaL7bt-RG8,https://www.google.com/maps/place/?q=place_id:ChIJTwfZfz3D5JQRfhaL7bt-RG8,"Paulino Construtora, Projetos e Imobiliária",Construtora,"Rua Olimpio Julio Tortato, 323 - Térreo Sala 01 - Centro, Xanxerê - SC, 89820-000",(49) 99940-1083,+55 49 99940-1083,,,"-26.871699099999997,-52.4036726",5,6,Construtoras em Xanxere SC,True,False,False,9.7296,0.1395,False,False,,False,False,43.0,small
ChIJOSyvdp7D5JQR6D_64zzoU5E,https://www.google.com/maps/place/?q=place_id:ChIJOSyvdp7D5JQR6D_64zzoU5E,Map Construtora e Incorporadora,Construtora,"R. Adélia Bodanese - Esportes, Xanxerê - SC, 89820-000",(49) 3433-6214,+55 49 3433-6214,,,"-26.8703832,-52.400740299999995",5,3,Construtoras em Xanxere SC,True,False,False,6.9315,0.0698,False,False,,False,False,43.0,small
ChIJixbqs7XD5JQR-RbFA6NOONQ,https://www.google.com/maps/place/?q=place_id:ChIJixbqs7XD5JQR-RbFA6NOONQ,Lorenzon Incorporações,Loteamento de terrenos,"Tv. Carmelli, 50 - La Salle, Xanxerê - SC, 89820-000",(49) 3433-2222,+55 49 3433-2222,lorenzonadm.com.br,http://www.lorenzonadm.com.br/,"-26.875376,-52.4082973",4.4,37,Construtoras em Xanxere SC,True,True,True,16.0054,0.8605,False,False,"fale, especialista, lorenzon, entregues, empreendimento, obras, para, empreendimentos, blog, contato",False,True,57.0,medium
ChIJKS89AEjD5JQRBdPem-cVikw,https://www.google.com/maps/place/?q=place_id:ChIJKS89AEjD5JQRBdPem-cVikw,JB Empreendimentos,Construtora,"R. Arne Jhonsen, 376 - São Pedro, Xanxerê - SC, 89820-000",(49) 99954-4208,+55 49 99954-4208,instagram.com,https://www.instagram.com/j.b.empreendimentos/,"-26.879986499999998,-52.422941099999996",5,4,Construtoras em Xanxere SC,True,True,True,8.0472,0.093,False,False,instagram,True,True,63.0,medium
ChIJNzCNmDPC5JQRZ5KrdIse97w,https://www.google.com/maps/place/?q=place_id:ChIJNzCNmDPC5JQRZ5KrdIse97w,Engedix Soluções de Engenharia,Desenvolvedora de imóveis,"R. Ten. Antônio João, 301 - João Batista Tonial, Xanxerê - SC, 89820-000",(49) 3433-3179,+55 49 3433-3179,,,"-26.882086599999997,-52.400222899999996",4.9,1,Construtoras em Xanxere SC,True,False,False,3.3964,0.0233,False,False,,False,False,43.0,small
ChIJiX2MvdrD5JQRGG-vzAEiL-Q,https://www.google.com/maps/place/?q=place_id:ChIJiX2MvdrD5JQRGG-vzAEiL-Q,"PRIME Xanxerê - Casas de Madeira, Chalés, Pergolados e Decks",Construtora,"R. Júlio M Romani, 212 - Bairro Tonial, Xanxerê - SC, 89820-000",(49) 99834-1646,+55 49 99834-1646,instagram.com,https://www.instagram.com/prime.casaschales/,"-26.884006099999997,-52.3948184",4.4,43,Construtoras em Xanxere SC,True,True,True,16.6504,1.0,False,False,instagram,True,True,62.0,medium
ChIJLTHYrLXD5JQRk7_Id0FxXVY,https://www.google.com/maps/place/?q=place_id:ChIJLTHYrLXD5JQRk7_Id0FxXVY,Engedix Engenharia Xanxerê,Construtora,"Av. Brasil, 79 - Centro, Xanxerê - SC, 89820-000",(49) 3433-3179,+55 49 3433-3179,,,"-26.875262,-52.4068119",5,1,Construtoras em Xanxere SC,True,False,False,3.4657,0.0233,False,False,,False,False,43.0,small
