id,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,coor,stars,reviews,source_query,has_phone,has_website,domain_valid,rating_score,review_density,web_has_contact,web_has_services,web_keywords,web_is_modern,web_scraped,score,segment
ChIJU6V5zD3D5JQRO3kc5YNA4nk,https://www.google.com/maps/place/?q=place_id:ChIJU6V5zD3D5JQRO3kc5YNA4nk,GRÁFICA XANXERÊ,Gráfica,"R. da Consolação, 618 - Matinho, Xanxerê - SC, 89820-000",(49) 3431-0000,+55 49 3431-0000,,,"-26.883765699999998,-52.409664",4.9,3,Graficas em Xanxere SC,True,False,False,6.7928,0.0291,False,False,,False,False,43.0,small
ChIJA8WHFEvC5JQRBD_o8YaGrwg,https://www.google.com/maps/place/?q=place_id:ChIJA8WHFEvC5JQRBD_o8YaGrwg,Mega Soluções Gráficas,Impressão digital,"Rua Artur Dambroso, 276 - Centro, Xanxerê - SC, 89820-000",(49) 3433-5511,+55 49 3433-5511,,,"-26.8730874,-52.4013293",4.7,8,Graficas em Xanxere SC,True,False,False,10.327,0.0777,False,False,,False,False,43.0,small
ChIJufuAosvD5JQRnaiub3hgxiA,https://www.google.com/maps/place/?q=place_id:ChIJufuAosvD5JQRnaiub3hgxiA,Imprimax,Gráfica,"R. José Bonifácio, 520 - La Salle, Xanxerê - SC, 89820-000",(49) 3441-9500,+55 49 3441-9500,imprimax.ind.br,http://www.imprimax.ind.br/,"-26.881859499999997,-52.4070854",4.7,1,Graficas em Xanxere SC,True,True,True,3.2578,0.0097,False,False,"imprimax, para, qualidade, mais, produto, cada, embalagens, quem, nosso, encontra",False,True,58.0,medium
ChIJTwrVmczD5JQRhSAp22MLyq8,https://www.google.com/maps/place/?q=place_id:ChIJTwrVmczD5JQRhSAp22MLyq8,Grafica Eukaliptus,Gráfica,"R. Marciano Leite de Almeida, 830 - Veneza, Xanxerê - SC, 89820-000",(49) 3431-0617,+55 49 3431-0617,wa.me,http://wa.me/message/BY2VV7PYW7TYB1,"-26.8722346,-52.4134683",4.9,3,Graficas em Xanxere SC,True,True,True,6.7928,0.0291,False,False,,False,False,58.0,medium
ChIJP2fxt5zD5JQRfRmxMI9c88A,https://www.google.com/maps/place/?q=place_id:ChIJP2fxt5zD5JQRfRmxMI9c88A,Grafica Talonn,Gráfica,"Nicolau - R. Domingos Lino Fardo, 122 - Nossa Sra. Lourdes, Xanxerê - SC, 89820-000",(49) 98844-0821,+55 49 98844-0821,,,"-26.8573314,-52.4031926",5,18,Graficas em Xanxere SC,True,False,False,14.7222,0.1748,False,False,,False,False,47.0,small
ChIJcRW9cMrD5JQR3MOEn__sbtg,https://www.google.com/maps/place/?q=place_id:ChIJcRW9cMrD5JQR3MOEn__sbtg,Bampi Comunicação Visual e Gráfica Expressa,Serviço de impressão digital,"BR-282, km 510 - Distrito Industrial, Xanxerê - SC, 89820-000",(49) 3433-1237,+55 49 3433-1237,instagram.com,https://www.instagram.com/bampicomunicacaovisual/,"-26.8862353,-52.436992599999996",4.8,47,Graficas em Xanxere SC,True,True,True,18.5818,0.4563,False,False,instagram,True,True,67.0,medium
ChIJ3XSrsrXD5JQRbuYBehRiuH8,https://www.google.com/maps/place/?q=place_id:ChIJ3XSrsrXD5JQRbuYBehRiuH8,Mhundo Comunicação Visual,Impressão digital,"Av. La Salle, 599 - La Salle, Xanxerê - SC, 89820-000",(49) 99839-8484,+55 49 99839-8484,,,"-26.8788259,-52.4125635",4.8,5,Graficas em Xanxere SC,True,False,False,8.6004,0.0485,False,False,,False,False,43.0,small
ChIJ-T4We1PD5JQRFKJ0qqWYbRs,https://www.google.com/maps/place/?q=place_id:ChIJ-T4We1PD5JQRFKJ0qqWYbRs,Digital power Comunicação Visual,Gráfica,"R. Natal, 40 - Número 40 - Vila Sesamo, Xanxerê - SC, 89820-000",(49) 99991-9921,+55 49 99991-9921,instagram.com,https://www.instagram.com/digitalpower28/,"-26.8691067,-52.4220091",4.7,25,Graficas em Xanxere SC,True,True,True,15.3131,0.2427,False,False,instagram,True,True,67.0,medium
ChIJzc2ZCrXD5JQRt2f3t8fVefY,https://www.google.com/maps/place/?q=place_id:ChIJzc2ZCrXD5JQRt2f3t8fVefY,DK Cópias,Serviço de impressão digital,"Centro, Xanxerê - SC, 89820-000",(49) 99999-4157,+55 49 99999-4157,,,"-26.8760107,-52.406391899999996",4.6,3,Graficas em Xanxere SC,True,False,False,6.377,0.0291,False,False,,False,False,43.0,small
ChIJZ5rVJLzD5JQRWwVexO8oIGI,https://www.google.com/maps/place/?q=place_id:ChIJZ5rVJLzD5JQRWwVexO8oIGI,Central de Cópias,Copiadora,"R. Cel. Passos Maia, 1103 - Centro, Xanxerê - SC, 89820-000",(49) 98914-1621,+55 49 98914-1621,facebook.com,https://www.facebook.com/centralxxe,"-26.8731582,-52.409000299999995",5,14,Graficas em Xanxere SC,True,True,True,13.5403,0.1359,False,False,,False,False,62.0,medium
